taxonID	acceptedNameUsageID	parentNameUsageID	scientificName	scientificNameAuthorship	kingdom	phylum	class	order	superfamily	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	taxonomicStatus	modified	namePublishedIn	scientificNameID	verbatimTaxonRank	taxonRemarks	higherClassification
180090		943782	Hominidae Gray, 1825	Gray, 1825	Animalia	Chordata	Mammalia	Primates	Hominoidea						family	valid	2021-03-29		180090		Wilson & Reeder, eds. (2005): Comments:  For combining all genera in one family, see Groves (1989). The genera are placed in two subfamilies by Groves (2001c): Ponginae (Pongo alone), and Homininae (Gorilla, Homo, Pan). McKenna and Bell (1997) included Hylobatidae in addition, as a subfamily, and within the Homininae recognized two living tribes, Pongini and Hominini; Goodman et al. (1998) recognized gibbons only as a tribe (Hylobatini), with the other three genera as a separate tribe (Hominini), divided into subtribes Pongina and...	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes|Hominoidea
943792	180090		Pongidae Elliot, 1913	Elliot, 1913	Animalia	Chordata	Mammalia	Primates	Hominoidea						family	heterotypicSynonym	2014-06-26		943792			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes|Hominoidea
943805		180090	Homininae Gray, 1825	Gray, 1825	Animalia	Chordata	Mammalia	Primates	Hominoidea	Hominidae					subfamily	valid	2021-03-29		943805			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes|Hominoidea|Hominidae
572838		943805	Pan Oken, 1816	Oken, 1816	Animalia	Chordata	Mammalia	Primates	Hominoidea	Hominidae					genus	valid	2021-03-29		572838		Wilson & Reeder, eds. (2005): Comments:  Included with Homo in subtribe Hominina by McKenna and Bell (1997). A subgenus of Homo according to M. Goodman et al. (1998, 2001); Watson et al. (2001) also included it in Homo. In accordance with Opinion 1368 (International Commission on Zoological Nomenclature, 1985c), Pan is used instead of Chimpansee. Reviewed by Hill (1969)	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes|Hominoidea|Hominidae|Homininae
943818	572838		Anthropopithecus de Blainville, 1838	de Blainville, 1838	Animalia	Chordata	Mammalia	Primates	Hominoidea	Hominidae	Pan				genus	heterotypicSynonym	2021-03-29		943818			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes|Hominoidea|Hominidae|Homininae
943824	572838		Bonobo Tratz and Heck, 1954	Tratz and Heck, 1954	Animalia	Chordata	Mammalia	Primates	Hominoidea	Hominidae	Pan				genus	heterotypicSynonym	2021-03-29		943824			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes|Hominoidea|Hominidae|Homininae
943854	572838		Engeco Haeckel, 1866	Haeckel, 1866	Animalia	Chordata	Mammalia	Primates	Hominoidea	Hominidae	Pan				genus	heterotypicSynonym	2021-03-29		943854			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes|Hominoidea|Hominidae|Homininae
943859	572838		Fsihego de Pauw, 1905	de Pauw, 1905	Animalia	Chordata	Mammalia	Primates	Hominoidea	Hominidae	Pan				genus	heterotypicSynonym	2021-03-29		943859			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes|Hominoidea|Hominidae|Homininae
943872	572838		Hylanthropus Gloger, 1841	Gloger, 1841	Animalia	Chordata	Mammalia	Primates	Hominoidea	Hominidae	Pan				genus	heterotypicSynonym	2021-03-29		943872			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes|Hominoidea|Hominidae|Homininae
943947	572838		Pongo Haeckel, 1866	Haeckel, 1866	Animalia	Chordata	Mammalia	Primates	Hominoidea	Hominidae	Pan				genus	synonym	2021-03-29		943947		S.N. Alexander, ITIS Data Development Specialist: Pongo Haeckel, 1866 is a junior homonym of Pongo Lacépède, 1799	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes|Hominoidea|Hominidae|Homininae
