taxonID	acceptedNameUsageID	parentNameUsageID	scientificName	scientificNameAuthorship	kingdom	phylum	class	order	superfamily	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	taxonomicStatus	modified	namePublishedIn	scientificNameID	verbatimTaxonRank	taxonRemarks	higherClassification
770809	180523		Rorqualus Cuvier, 1836	Cuvier, 1836	Animalia	Chordata	Mammalia	Cetacea		Balaenopteridae	Balaenoptera				genus	heterotypicSynonym	2019-11-04		770809			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Cetacea|Mysticeti|Balaenopteridae
770874	180523		Catoptera Rafinesque, 1815	Rafinesque, 1815	Animalia	Chordata	Mammalia	Cetacea		Balaenopteridae	Balaenoptera				genus	homotypicSynonym	2019-11-04		770874			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Cetacea|Mysticeti|Balaenopteridae
1116951	180523		Sibbaldius Gray, 1864	Gray, 1864	Animalia	Chordata	Mammalia	Cetacea		Balaenopteridae	Balaenoptera				genus	heterotypicSynonym	2019-11-04		1116951			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Cetacea|Mysticeti|Balaenopteridae
180528		180523	Balaenoptera musculus (Linnaeus, 1758)	(Linnaeus, 1758)	Animalia	Chordata	Mammalia	Cetacea		Balaenopteridae	Balaenoptera		musculus		species	valid	2019-11-04		180528		Mead & Brownell, Jr., in Wilson & Reeder, eds. (2005): Status: CITES - Appendix I; U.S. ESA - Endangered; IUCN - Endangered as B. m. intermedia, Data Deficient as B. m. brevicauda; Endangered as B. musculus except - Vulnerable (North Atlantic stock), Lower Risk (cd) (North Pacific stock).Mead & Brownell, Jr., in Wilson & Reeder, eds. (2005): Comments: Reviewed by Yochem and Leatherwood (1985). Rice (1998:78) recognized B. m. musculus (Northern Blue Whale), B. m. indica (Great Indian Rorqual), B. m. brevicauda (Pygmy Blue Whale) and B. m. intermedia (Southern Blue Whale)	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Cetacea|Mysticeti|Balaenopteridae|Balaenoptera
770890	180528		Sibbaldius sulfureus Cope, 1869	Cope, 1869	Animalia	Chordata	Mammalia	Cetacea		Balaenopteridae	Sibbaldius		sulfureus		species	heterotypicSynonym	2019-11-04		770890		Mead & Brownell, Jr., in Wilson & Reeder, eds. (2005): Comments: Not assigned to subspecies	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Cetacea|Mysticeti|Balaenopteridae|Balaenoptera
771029	180528		Balaena musculus Linnaeus, 1758	Linnaeus, 1758	Animalia	Chordata	Mammalia	Cetacea		Balaenopteridae	Balaena		musculus		species	homotypicSynonym	2019-11-04		771029			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Cetacea|Mysticeti|Balaenopteridae|Balaenoptera
612603		180528	Balaenoptera musculus musculus (Linnaeus, 1758)	(Linnaeus, 1758)	Animalia	Chordata	Mammalia	Cetacea		Balaenopteridae	Balaenoptera		musculus	musculus	subspecies	valid	2019-11-04		612603			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Cetacea|Mysticeti|Balaenopteridae|Balaenoptera|Balaenoptera musculus
771020	612603		Rorqualus major Knox, 1870	Knox, 1870	Animalia	Chordata	Mammalia	Cetacea		Balaenopteridae	Rorqualus		major		species	heterotypicSynonym	2019-11-04		771020			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Cetacea|Mysticeti|Balaenopteridae|Balaenoptera|Balaenoptera musculus
771021	612603		Physalus sibbaldii Gray, 1847	Gray, 1847	Animalia	Chordata	Mammalia	Cetacea		Balaenopteridae	Physalus		sibbaldii		species	heterotypicSynonym	2019-11-04		771021			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Cetacea|Mysticeti|Balaenopteridae|Balaenoptera|Balaenoptera musculus
771022	612603		Balaenoptera sibbaldii (Gray, 1847)	(Gray, 1847)	Animalia	Chordata	Mammalia	Cetacea		Balaenopteridae	Balaenoptera		sibbaldii		species	heterotypicSynonym	2019-11-04		771022			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Cetacea|Mysticeti|Balaenopteridae|Balaenoptera|Balaenoptera musculus
